"year","period","periodName","footnotes","LNS12324885","LNS12324886","date"
1954,"M06","June","",62.6,38.3,1954-06-01
1954,"M07","July","",63.1,37.8,1954-07-01
1954,"M08","August","",62.6,38.4,1954-08-01
1954,"M09","September","",62.5,39.3,1954-09-01
1954,"M10","October","",61.4,39.4,1954-10-01
1954,"M11","November","",61.6,39,1954-11-01
1954,"M12","December","",60.3,37.7,1954-12-01
1955,"M01","January","",62.4,38.5,1955-01-01
1955,"M02","February","",63.4,37.9,1955-02-01
1955,"M03","March","",64.1,38.2,1955-03-01
1955,"M04","April","",64.9,38.7,1955-04-01
1955,"M05","May","",64.1,38.6,1955-05-01
1955,"M06","June","",63.5,38.3,1955-06-01
1955,"M07","July","",65,39.7,1955-07-01
1955,"M08","August","",65.7,40.1,1955-08-01
1955,"M09","September","",67.2,39.9,1955-09-01
1955,"M10","October","",68,40.4,1955-10-01
1955,"M11","November","",69.2,41.7,1955-11-01
1955,"M12","December","",68.9,42.5,1955-12-01
1956,"M01","January","",68.9,39.7,1956-01-01
1956,"M02","February","",68.3,40.2,1956-02-01
1956,"M03","March","",67.9,39.3,1956-03-01
1956,"M04","April","",66.6,40.3,1956-04-01
1956,"M05","May","",68.5,40.5,1956-05-01
1956,"M06","June","",68.9,40.9,1956-06-01
1956,"M07","July","",68,40.8,1956-07-01
1956,"M08","August","",67.4,41,1956-08-01
1956,"M09","September","",67.6,41.1,1956-09-01
1956,"M10","October","",66.9,41.1,1956-10-01
1956,"M11","November","",66.5,41,1956-11-01
1956,"M12","December","",66.4,41.5,1956-12-01
1957,"M01","January","",66.2,41.2,1957-01-01
1957,"M02","February","",66.6,40.6,1957-02-01
1957,"M03","March","",67.5,41.1,1957-03-01
1957,"M04","April","",66.3,40.3,1957-04-01
1957,"M05","May","",66.2,40,1957-05-01
1957,"M06","June","",67.2,40.1,1957-06-01
1957,"M07","July","",67.9,40.7,1957-07-01
1957,"M08","August","",66.2,39.4,1957-08-01
1957,"M09","September","",65.7,40.2,1957-09-01
1957,"M10","October","",65.7,39.8,1957-10-01
1957,"M11","November","",63.8,39.5,1957-11-01
1957,"M12","December","",64.6,39.5,1957-12-01
1958,"M01","January","",62.6,38.4,1958-01-01
1958,"M02","February","",61.7,38.6,1958-02-01
1958,"M03","March","",61,38.5,1958-03-01
1958,"M04","April","",60.9,37.9,1958-04-01
1958,"M05","May","",61,39.2,1958-05-01
1958,"M06","June","",60.6,38.5,1958-06-01
1958,"M07","July","",60.8,37.5,1958-07-01
1958,"M08","August","",61.2,38.3,1958-08-01
1958,"M09","September","",61.1,37.9,1958-09-01
1958,"M10","October","",62.2,38.3,1958-10-01
1958,"M11","November","",62.5,37.5,1958-11-01
1958,"M12","December","",62.2,37.4,1958-12-01
1959,"M01","January","",62.5,37.9,1959-01-01
1959,"M02","February","",62.6,37.4,1959-02-01
1959,"M03","March","",63.2,37.5,1959-03-01
1959,"M04","April","",64.5,37.7,1959-04-01
1959,"M05","May","",63.9,37.1,1959-05-01
1959,"M06","June","",63.1,37.1,1959-06-01
1959,"M07","July","",63.7,36.9,1959-07-01
1959,"M08","August","",62.9,37.4,1959-08-01
1959,"M09","September","",63.7,37.5,1959-09-01
1959,"M10","October","",63.2,37.5,1959-10-01
1959,"M11","November","",63,37.3,1959-11-01
1959,"M12","December","",64.1,37.9,1959-12-01
1960,"M01","January","",63.7,37.3,1960-01-01
1960,"M02","February","",64.8,38.1,1960-02-01
1960,"M03","March","",62.4,37.8,1960-03-01
1960,"M04","April","",64.8,38.8,1960-04-01
1960,"M05","May","",64,39.4,1960-05-01
1960,"M06","June","",63.8,40.1,1960-06-01
1960,"M07","July","",63.1,38.8,1960-07-01
1960,"M08","August","",63.2,37.4,1960-08-01
1960,"M09","September","",63.4,38.2,1960-09-01
1960,"M10","October","",62.4,37.7,1960-10-01
1960,"M11","November","",63.5,37.5,1960-11-01
1960,"M12","December","",61.2,37.4,1960-12-01
1961,"M01","January","",63.5,37.3,1961-01-01
1961,"M02","February","",61.3,38.4,1961-02-01
1961,"M03","March","",60.8,39.1,1961-03-01
1961,"M04","April","",59.3,37.9,1961-04-01
1961,"M05","May","",60.3,37.2,1961-05-01
1961,"M06","June","",60.1,37.9,1961-06-01
1961,"M07","July","",60.5,37.2,1961-07-01
1961,"M08","August","",61.6,38.2,1961-08-01
1961,"M09","September","",62.5,37.5,1961-09-01
1961,"M10","October","",61.3,37.7,1961-10-01
1961,"M11","November","",62.2,38.9,1961-11-01
1961,"M12","December","",62,37.6,1961-12-01
1962,"M01","January","",61.6,37.4,1962-01-01
1962,"M02","February","",61.8,37.1,1962-02-01
1962,"M03","March","",62.5,37,1962-03-01
1962,"M04","April","",62.2,38.1,1962-04-01
1962,"M05","May","",63.1,38.6,1962-05-01
1962,"M06","June","",62.9,39.8,1962-06-01
1962,"M07","July","",62.7,38.6,1962-07-01
1962,"M08","August","",62.1,39,1962-08-01
1962,"M09","September","",62.2,38.3,1962-09-01
1962,"M10","October","",62.2,38.7,1962-10-01
1962,"M11","November","",61,38.3,1962-11-01
1962,"M12","December","",61.5,38.1,1962-12-01
1963,"M01","January","",61,38.4,1963-01-01
1963,"M02","February","",60.2,38.4,1963-02-01
1963,"M03","March","",60.6,38,1963-03-01
1963,"M04","April","",61.1,37.9,1963-04-01
1963,"M05","May","",60.6,37.8,1963-05-01
1963,"M06","June","",60.6,37.1,1963-06-01
1963,"M07","July","",60.7,37.4,1963-07-01
1963,"M08","August","",61.1,37.2,1963-08-01
1963,"M09","September","",61.2,37.4,1963-09-01
1963,"M10","October","",61.1,37.3,1963-10-01
1963,"M11","November","",60.7,36.7,1963-11-01
1963,"M12","December","",60.2,37.2,1963-12-01
1964,"M01","January","",60,37.8,1964-01-01
1964,"M02","February","",60.2,38.8,1964-02-01
1964,"M03","March","",60.3,38.4,1964-03-01
1964,"M04","April","",60.6,38.3,1964-04-01
1964,"M05","May","",62.1,37.7,1964-05-01
1964,"M06","June","",60.8,37.5,1964-06-01
1964,"M07","July","",61.7,37.6,1964-07-01
1964,"M08","August","",61.1,38.3,1964-08-01
1964,"M09","September","",62.2,38.8,1964-09-01
1964,"M10","October","",61.2,38.1,1964-10-01
1964,"M11","November","",61.1,38.6,1964-11-01
1964,"M12","December","",61.4,37.9,1964-12-01
1965,"M01","January","",61,37.2,1965-01-01
1965,"M02","February","",61.7,37.2,1965-02-01
1965,"M03","March","",61.7,38.1,1965-03-01
1965,"M04","April","",62.3,38.4,1965-04-01
1965,"M05","May","",63.1,38.8,1965-05-01
1965,"M06","June","",61.2,38.6,1965-06-01
1965,"M07","July","",63.3,39.5,1965-07-01
1965,"M08","August","",62.6,39.4,1965-08-01
1965,"M09","September","",61.7,40.2,1965-09-01
1965,"M10","October","",62.7,40.7,1965-10-01
1965,"M11","November","",63.2,40.5,1965-11-01
1965,"M12","December","",63.3,41.2,1965-12-01
1966,"M01","January","",64.1,41,1966-01-01
1966,"M02","February","",63.3,40.9,1966-02-01
1966,"M03","March","",63.5,40.6,1966-03-01
1966,"M04","April","",63.7,41.3,1966-04-01
1966,"M05","May","",63,41.8,1966-05-01
1966,"M06","June","",64.1,42,1966-06-01
1966,"M07","July","",64.4,41.8,1966-07-01
1966,"M08","August","",64.2,42.2,1966-08-01
1966,"M09","September","",62.7,41.6,1966-09-01
1966,"M10","October","",63.3,42.2,1966-10-01
1966,"M11","November","",63.9,43.1,1966-11-01
1966,"M12","December","",63.7,43.7,1966-12-01
1967,"M01","January","",64.1,42.5,1967-01-01
1967,"M02","February","",64.3,42.5,1967-02-01
1967,"M03","March","",63.8,42.6,1967-03-01
1967,"M04","April","",63.2,43.2,1967-04-01
1967,"M05","May","",63.2,42.7,1967-05-01
1967,"M06","June","",64.4,43,1967-06-01
1967,"M07","July","",64.4,42.9,1967-07-01
1967,"M08","August","",64.8,42.9,1967-08-01
1967,"M09","September","",63.9,42.7,1967-09-01
1967,"M10","October","",63.8,42.8,1967-10-01
1967,"M11","November","",63,43.9,1967-11-01
1967,"M12","December","",63.3,44.1,1967-12-01
